id,file,page_link,page_number,marginal_text,merged,text_line,posLeft,posUpper,posRight,posLower
i-K68NAjJgaP4fJhNnkHWGkS,riksdagen-records\data\1929\prot-1929--ak--020.xml,https://betalab.kb.se/prot-1929--ak--20/prot_1929__ak__20-015.jp2/_view ,16,1.0,0.0,Pajala. (Forts.),60.70287539936102,123.84669978708304,113.95101171459,148.33215046132008
i-Hpr7QyQSqMAg8jqmVcFCti,riksdagen-records\data\1929\prot-1929--ak--020.xml,https://betalab.kb.se/prot-1929--ak--20/prot_1929__ak__20-015.jp2/_view ,16,0.0,0.0,"utredda att någon vidare utredning i detta hänseende icke kan anses erforderlig. Man har talat om att en del riksdagsmän borde sättas i tillfälle att på ort och ställe bilda sig en mening om frågan. Att de där uppe skulle få ytterligare bekräftat, vad som är ortens enstämmiga mening är uppenbart, men de sakliga och ekonomiska förutsättningarna torde man vara i tillfälle att bedöma redan i denna stund på de utredningar, som föreligga. Man borde således kunna nu vara beredd att efter alla dessa års utredningar och förberedelser fatta beslut i frågan. Jag tror, att ett beslut i överensstämmelse med utskottsmajoritetens förslag är det bästa för orten. Det är min livliga övertygelse att, om någonsin en järnväg skall komma till stånd i denna trakt, så går denna järnväg över en billinje. En sådan måste bli det första ledet till trafikens betjänande i denna ort. Om i en framtid, sedan trafiken växt och det visat sig att biltrafiken trots de ytterligare tekniska utvecklingar och förbättringar, som säkerligen komma till stånd, icke kan fylla sitt ändamål, då blir det tid att upptaga frågan om en järnväg. Såsom saken nu ligger till har jag för min del icke kunnat taga på mitt ansvar att tillstyrka ett beslut om byggandet av den ifrågasatta järnvägen.",147.49733759318423,124.91128459900638,953.6741214057508,380.0567778566359
i-FzudhPbFsVtFfwzBErHPWe,riksdagen-records\data\1929\prot-1929--ak--020.xml,https://betalab.kb.se/prot-1929--ak--20/prot_1929__ak__20-015.jp2/_view ,16,0.0,0.0,Herr Hage:,62.832800851970184,100.42583392476934,111.82108626198082,108.58765081618168
i-QXnY6QCxLggfFgvYHiA1ss,riksdagen-records\data\1929\prot-1929--ak--020.xml,https://betalab.kb.se/prot-1929--ak--20/prot_1929__ak__20-015.jp2/_view ,16,0.0,0.0,"Herr talman! Det skulle kanske vara litet oartigt att, när ett statsråd hållit ett anförande i en så lång debatt som denna, låta honom bli den siste talaren. Jag skall därför be att få säga några ord och detta särskilt i anledning av herr statsrådets yttrande.",149.6272630457934,394.60610361958834,952.6091586794462,454.5777146912704
i-EQmSK6mZT5shS7G6T4kPEG,riksdagen-records\data\1929\prot-1929--ak--020.xml,https://betalab.kb.se/prot-1929--ak--20/prot_1929__ak__20-015.jp2/_view ,16,0.0,0.0,"Jag förstår mycket väl, att herr statsrådet sökt tränga in i de förhållanden, det här gäller. Jag vet också, att järnvägsstyrelsen har lagt ned ett mycket stort arbete för att penetrera frågan. Men jag måste likväl bestämt säga, att kammaren — när den har att bedöma, hur en busslinje skall kunna klara sig i dessa nordliga bygder med deras snöoch andra svåra klimatiska förhållanden — har större anledning att taga hänsyn till den lokala erfarenheten hos människorna där uppe, vilka där framlevat hela sitt liv, än till den erfarenhet som i icke ringa mån vunnits vid ett skrivbord i ett departement eller i en styrelse här i Stockholm. När det bland ortsbefolkningen råder en så allmän uppfattning, att en busstrafik där uppe icke kan bli till en verklig nytta för trakten, då tycker jag, att denna kammare har anledning att taga hänsyn till denna erfarenhet.",148.5623003194888,453.86799148332153,954.2066027689032,631.2987934705466
i-FSe5boMSo51DkyffGwXm3Y,riksdagen-records\data\1929\prot-1929--ak--020.xml,https://betalab.kb.se/prot-1929--ak--20/prot_1929__ak__20-015.jp2/_view ,16,0.0,0.0,"Herr kommunikationsministern yttrade, att det i 1928 års utskottsutlåtande icke fanns någon vidare sympati för byggandet av denna järnväg. Jag vill då erinra herr kommunikationsministern därom, att det fanns vid detta utlåtande fogad en reservation, i vilken man försökte definitivt gå emot järnvägens byggande, men att den reservationen blev avslagen i andra kammaren. Det är dock en omständighet, som man kan ha anledning åberopa i detta sammanhang.",150.1597444089457,632.7182398864443,954.2066027689032,738.4669978708304
i-MfpStkEMaFPVpzkk2rqmSe,riksdagen-records\data\1929\prot-1929--ak--020.xml,https://betalab.kb.se/prot-1929--ak--20/prot_1929__ak__20-015.jp2/_view ,16,0.0,0.0,"Slutligen skulle jag vilja yttra några ord till herr Persson i Falla. Herr Persson gjorde gällande, att, om man nu fattade ett beslut i dag enligt utskottets förslag, så finge man bort ett irritationsmoment. Nej, herr Persson. man kommer, såvitt jag förstår, att med ett sådant beslut förstora detta irritationsmoment; man kommer att så att säga hoppa ur askan i elden. Ty kommer det att fattas ett beslut om en järnväg på andra sidan gränsen, 1 Finland — vilket är mycket troligt — så kommer det att uppstå ett irritationsmoment, bestående däruti att man gör en jämförelse och säger, att i det mera ekonomiskt betyngda Finland där rår man med att bygga en järnväg men i Sverige måste man inskränka sig till en busslinje. Det blir alltså ett stort irritationsmoment.",150.69222577209797,737.4024130589071,954.2066027689032,886.7991483321505
i-mvE8RiK2gjA3ZvQGMuahP,riksdagen-records\data\1928\prot-1928--ak--017.xml,https://betalab.kb.se/prot-1928--ak--17/prot_1928__ak__17-060.jp2/_view ,61,1.0,0.0,Onsdagen den 14 mars. 61 Nr 17.,359.0956887486856,45.42253521126761,945.3207150368033,58.098591549295776
i-WkoQBssaZqLroQaxgcWeqs,riksdagen-records\data\1928\prot-1928--ak--017.xml,https://betalab.kb.se/prot-1928--ak--17/prot_1928__ak__17-060.jp2/_view ,61,1.0,1.0,"Utskottsförslaget är uppbyggt på tre hörnpelare, för det första kvittenssy- Om ändringar stemet, för det andra åldersgränsen och för det tredje den ändringen av 27 $,' förenar som skulle giva kontrollstyrelsen möjlighet att påkalla ingripande av vederförsäljning av börlig myndighet. Genom första kammarens beslut har man gått tillbaka till pilsnerdricka. Kungl. Maj:ts förslag beträffande 27 $. Beträffande åldersgränsen har man (Forts) vidtagit den förnuftiga åtgärden att bestämma densamma till 16 år i stället för till 18 år. Då står frågan för mig så här: var ligger den nykterhetseffekt, man med lagens tillskapande avsett? Ty det skulle ju vara avsikten, att den skulle få en nykterhetseffekt. Ja, om jag också tar förstoringsglaset i hand, kan jag icke upptäcka, vari denna skulle bestå. Den skulle då legat i 27 8, sådan utskottet formulerat den. Ty sanningen är ju den, om vi icke skola leka kurragömma med uttrycken, att man misstrott länsstyrelsernas goda vilja att gripa in och det är därför, som man velat ordentligt föra in kont rollstyrelsen på nya jaktoch betesmarker. Det var avsikten med utskottets omformulering av 27 8, och därigenom hade möjligen nåtts ökad nykterhetseffekt i så måtto. att det kanske kunnat sättas mera fart i vederbörande länsstyrelse, när det för den gällt att göra sin plikt. Med första kammarens beslut är emellertid denna lilla nykterhetseffekt bortfallen.",68.87486855941115,75.35211267605634,973.7118822292324,341.5492957746479
i-NPkcmSbSEmNLNBQor9MZXb,riksdagen-records\data\1928\prot-1928--ak--017.xml,https://betalab.kb.se/prot-1928--ak--17/prot_1928__ak__17-060.jp2/_view ,61,0.0,0.0,"Vad åldersgränsen beträffar, skulle det möjligen kunna sägas även där, sådan utskottet föreslog den, vara en smula nykterhetseffekt, ehuru mikroskopisk. Även den är bortfallen efter första kammarens beslut. Av de tre hörnpelarna återstå alltså kvittenssystemet, som icke kan hava någon nykterhetseffekt, utan, såvitt jag kan förstå, endast innebära ett krångelsystem utan praktisk verkan för nykterhetstillståndet.",70.97791798107255,339.7887323943662,863.8275499474237,430.28169014084506
i-Bbr7bEFDYVWYQJCvdbHM5P,riksdagen-records\data\1928\prot-1928--ak--017.xml,https://betalab.kb.se/prot-1928--ak--17/prot_1928__ak__17-060.jp2/_view ,61,0.0,0.0,"Vi befinna oss alltså enligt min uppfattning i det läget, att vi ta en lag, som genom den ändring, som nu vidtagits i första kammaren, icke har någon nykterhetseffekt utan rätt och slätt bringar ett kvitteringsförfarande, som bara tilltrasslar saken för allmänheten. Vad nykterhetseffekten beträffar, befinner sig frågan i precis samma läge som förut. Missbruket av pilsnerdricka torde vara obestridligt i vissa delar av landet. Missbruket är knutet till vissa ölkaféer i vad gäller städerna och i vad gäller landsbygden knutet till s. k. nykterhetskaféer, där det under en falsk skylt bedrives en olovlig försäljning. Med det beslut, som första kammaren fattat, har man avhänt sig de möjligheter beträffande 27 $, som jag nämnde, och man har kvar kvitteringssystemet, som icke berör förhållandet mellan försäljningsställena och kundkretsen utan endast inför ett trakasseringsmoment för de s. k. familjerekvirenterna. Då jag för min del anser, att en lagstiftning på detta område skall vara ändamålsenlig och förnuftig, om den skall tillgripas, och då jag anser, att hela förslaget från början, även med den formulering, som utskottet velat giva detsamma, endast inneburit, att man i ena vågskålen lagt ett större trakasserimoment än det nykterhetsmoment, som lagts i den andra, så ansluter jag mig till avslagsyrkandet.",71.5036803364879,431.3380281690141,866.4563617245005,681.6901408450703
i-JyAiExR3KZmpJW9AooEu3Z,riksdagen-records\data\1928\prot-1928--ak--017.xml,https://betalab.kb.se/prot-1928--ak--17/prot_1928__ak__17-060.jp2/_view ,61,0.0,0.0,Chefen för finansdepartementet herr statsrådet Lyberg:,359.0956887486856,45.42253521126761,945.3207150368033,58.098591549295776
i-AwYLHQLEvx3fEBE21E8YMJ,riksdagen-records\data\1928\prot-1928--ak--017.xml,https://betalab.kb.se/prot-1928--ak--17/prot_1928__ak__17-060.jp2/_view ,61,0.0,0.0,"Herr talman! Jag skall icke trötta kammaren med en längre utläggning av skälen för det framlagda lagstiftningsförslaget, men jag kan icke underlåta påpeka det förhållandet, att under det att de två första talare, som jag åhörde, talat om de fruktansvärda ingripanden, som det här vore fråga om, så kommer sedermera herr Engberg, som dock står på samma sida som dessa, d. v. s. yrka avslag, och säger, att här vore det strängt taget fråga om någonting mycket magert.",74.13249211356467,697.887323943662,866.4563617245005,801.4084507042254
i-DNtQ86EX7WPKMSMYrjKHJV,riksdagen-records\data\1928\prot-1928--ak--017.xml,https://betalab.kb.se/prot-1928--ak--17/prot_1928__ak__17-060.jp2/_view ,61,0.0,0.0,"Herr Engberg behagade påstå, att vad som föreslås vilar på tre hörnpelare, och att en av dem skulle vara åldersgränsen 18 i stället för 16 år. Nej, herr Engberg, så är det icke, ty enligt min mening har herr Engberg i så måtto rätt, att om gränsen sättes till 16 eller 18 år, så har detta ingen större betydelse, vilket jag haft tillfälle säga tidigare. Förra året ifrågasatte jag att bibehålla",75.18401682439537,801.4084507042254,867.5078864353313,875.3521126760564
i-UMNBVmhYsKak9eHZGmkK7y,riksdagen-records\data\1928\prot-1928--ak--015.xml,https://betalab.kb.se/prot-1928--ak--15/prot_1928__ak__15-036.jp2/_view ,37,1.0,0.0,Onsdagen den 7 mars. JA,373.15010570824523,54.111033028812365,870.507399577167,64.30077301475755
i-AyG7XCiYNgKjrr3EoCYhAx,riksdagen-records\data\1928\prot-1928--ak--015.xml,https://betalab.kb.se/prot-1928--ak--15/prot_1928__ak__15-036.jp2/_view ,37,0.0,0.0,"beklagar, att till följd av den uttänjda diskussionen ingen av regeringens medlemmar är närvarande. I annat fall skulle jag vågat rikta en vördsam hemställan till regeringen, att den reellt måtte göra något för att minska antalet år i nämnda hänseende, så att man under inga omständigheter behöver räkna med längre tid än de för kommunala förtroendemän vanliga perioderna, det vill säga fyra år. Eljest bleve det icke något praktiskt resultat med hela reformen.",75.05285412262157,82.22066057624737,871.0359408033827,183.76669009135628
i-NxbiiFVRuEimYGHUjYeBdS,riksdagen-records\data\1928\prot-1928--ak--015.xml,https://betalab.kb.se/prot-1928--ak--15/prot_1928__ak__15-036.jp2/_view ,37,0.0,0.0,"Jag skulle även vilja tillägga, att när man nu i alla fall tycks få igång en diskussion om vad som avses med nya anslag, får man icke glömma de gamla anslagen, ty med avseende å dem är det i viss mån ännu värre. En höjning av ett gammalt anslag är nämligen mycket svårare att förhindra än uppkomsten av ett nytt. Jag skall med ett exempel visa, hur det många gånger kan vara i detta avseende. Vi antaga, att i en kommun utgår anslag för ett ändamål med låt oss säga 1,000 kronor och majoriteten kräver, att detta skall höjas till 10,000 kronor. Även om minoriteten är tillräckligt stark för att förhindra ett nytt anslag, är den dock alldeles redlös mot en majoritet, som vill tiodubbla ett gammalt anslag. Jag är inte blind för att det står i kommunallagarna, att en minoritet under vissa förhållanden kan begränsa ett anslag, men då är det redan så långt gånget och den kommun det gäller så ekonomiskt under isen, att det hjälper rätt och slätt ingenting, vad man än gör för att hindra en anslagsökning, ty då är man i regel uppe i omkring tolv kronor per bevillningskrona, och om en kommun är välsignad med en sådan kommunalskatt hjälper varken majoritetseller minoritetsbeslut. Det vore helt säkert till gagn, om Kungl. Maj:t, när man går att taga i övervägande det av landshövding Hammarskjöld framlagda förslaget, även måtte beakta den del av spörsmålet, som gäller höjning av redan utgående anslag. Alla majoriteter i kommunerna — de må ha vilken sammansättning som helst eller representera vilken meningsriktning som helst — ha i regel det gemensamt, att de icke tycka om någonting, som begränsar deras absoluta makt. Jag tror därför, att en förnuftig begränsning kunde göras även på detta område, så att man åtminstone, när man skrede till mera än en fördubbling av anslaget, vore underkastad samma bestämmelser som gälla för nya anslag. Jag förbiser ingalunda, att man dock om åtskilliga år kunde komma upp till en ganska stor summa, men det hela ginge i alla fall icke så oerhört brådstörtat. Det är icke klokt med den nuvarande bestämmelsen, att man kan höja utan vidare ett utgående anslag hur mycket som helst. Jag talar naturligtvis icke här om sådana anslag, som drabba kommunen på grund av skyldigheter enligt lag eller förordning, utan endast om sådana anslag, där kommunerna ha i sin hand att besluta eller låta bli att besluta. Riskerar nu en minoritet, att man skall få höja ett hittills utgående anslag så mycket som helst, kan det lätt bli så, att minoriteten, när den står tveksam inför ett nytt anslag och kanske helst skulle vilja först försöka ge ett mindre belopp för att se hur det hela komme att slå ut, helt enkelt icke vågar göra detta, då man ju därigenom blir bunden för framtiden; man resonerar då i stället som så, att man får taga det säkra för det osäkra och avslå alltihop (jag förutsätter då, att majoriteten icke går över två tredjedelar, för då kan den ju husera ungefär som den vill). Jag har velat uttala detta, då jag ser, att någonting kommer att åtgöras i saken — jag antager nämligen, att landshövding Hammarskjölds förslag icke kommer att precis läggas till handlingarna. Jag hoppas också, att detta mitt yttrande skall komma till regeringens kännedom. Som saken nu ligger, herr talman, är det tydligt, att jag icke har något yrkande att framställa.",75.5813953488372,185.52354181307098,872.6215644820295,838.0182712579059
i-6nGTVcJstXfYmWCmX4uCcQ,riksdagen-records\data\1928\prot-1928--ak--015.xml,https://betalab.kb.se/prot-1928--ak--15/prot_1928__ak__15-036.jp2/_view ,37,0.0,0.0,Vidare anfördes ej. Utskottets hemställan bifölls.,101.4799154334038,853.1271960646521,618.3932346723044,866.8306394940267
i-URRi9dzqi4UXYRoGgYURgr,riksdagen-records\data\1928\prot-1928--ak--015.xml,https://betalab.kb.se/prot-1928--ak--15/prot_1928__ak__15-036.jp2/_view ,37,1.0,0.0,Nr 10.,900.6342494714588,52.35418130709768,952.9598308668076,62.8952916373858
i-8arRJyBdiaxRnar3vGqBaw,riksdagen-records\data\1928\prot-1928--ak--015.xml,https://betalab.kb.se/prot-1928--ak--15/prot_1928__ak__15-036.jp2/_view ,37,1.0,0.0,Om,918.0761099365751,83.97751229796205,942.3890063424947,91.35628952916373
i-9MMzo6tnQWkVfbrkBXcFK,riksdagen-records\data\1928\prot-1928--ak--015.xml,https://betalab.kb.se/prot-1928--ak--15/prot_1928__ak__15-036.jp2/_view ,37,1.0,0.0,förtydligande av kommunal-,876.8498942917547,94.51862262825017,982.5581395348837,115.60084328882643
i-PVGcPTYsM3sSX737dX5nPD,riksdagen-records\data\1928\prot-1928--ak--015.xml,https://betalab.kb.se/prot-1928--ak--15/prot_1928__ak__15-036.jp2/_view ,37,1.0,0.0,lagarnas bestämmelser,884.2494714587738,118.76317638791286,977.2727272727273,138.7912860154603
i-41zAi8miyLdHggKcdmT53m,riksdagen-records\data\1928\prot-1928--ak--015.xml,https://betalab.kb.se/prot-1928--ak--15/prot_1928__ak__15-036.jp2/_view ,37,1.0,0.0,angående anslag till nya ändamål eller,876.8498942917547,141.95361911454674,982.5581395348837,174.27969079409698
i-DFJGqJa2PGTT7Wz9pNKqVG,riksdagen-records\data\1928\prot-1928--ak--015.xml,https://betalab.kb.se/prot-1928--ak--15/prot_1928__ak__15-036.jp2/_view ,37,1.0,0.0,behov.,909.090909090909,177.44202389318343,950.8456659619451,185.52354181307098
i-A2yDs85o4eApYQaYWF1AfM,riksdagen-records\data\1928\prot-1928--ak--015.xml,https://betalab.kb.se/prot-1928--ak--15/prot_1928__ak__15-036.jp2/_view ,37,1.0,0.0,(Forts.),904.8625792811839,191.84820801124386,954.5454545454546,201.6865776528461
i-Nh1SM16MVnurkzCUr3CUJd,riksdagen-records\data\1923\prot-1923--ak--028.xml,https://betalab.kb.se/prot-1923--ak--28/prot_1923__ak__28-059.jp2/_view ,60,1.0,0.0,"Nr 28. 60 Lördagen den 21 april, e. m.",107.26256983240224,63.40167046317388,679.8882681564246,75.93014426727412
i-AsrxwgbrwYxFXZX5oRtLQR,riksdagen-records\data\1923\prot-1923--ak--028.xml,https://betalab.kb.se/prot-1923--ak--28/prot_1923__ak__28-059.jp2/_view ,60,1.0,1.0,"I fråga om Den, som vill, att kammaren bifaller jordbruksutskottets hem-",95.53072625698324,92.25512528473804,929.6089385474861,108.58010630220197
i-HMyFJEPCVZ7989F4VzaYxx,riksdagen-records\data\1923\prot-1923--ak--028.xml,https://betalab.kb.se/prot-1923--ak--28/prot_1923__ak__28-059.jp2/_view ,60,1.0,1.0,"idea för ställan i punkten 3 av utskottets förevarande utlåtande nr 28, röstar",91.06145251396649,105.16324981017463,930.1675977653632,132.87775246772966
i-XpUwLXmbe7nMKNUTi4MuFT,riksdagen-records\data\1923\prot-1923--ak--028.xml,https://betalab.kb.se/prot-1923--ak--28/prot_1923__ak__28-059.jp2/_view ,60,1.0,1.0,"vissa präst- Ja; gårdsoch or krono- Den, det ej vill, röstar arrendatorer. Nej; (Forts.)",89.3854748603352,131.73880030372055,593.8547486033519,197.41837509491268
i-B4ZDxUQHxGn4zr4ZDXDrss,riksdagen-records\data\1923\prot-1923--ak--028.xml,https://betalab.kb.se/prot-1923--ak--28/prot_1923__ak__28-059.jp2/_view ,60,0.0,0.0,"Vinner Nej, har kammaren, med avslag å utskottets berörda hemställan, bifallit den av herr Olsson i Ramsta m. fl. i ämnet väckta motionen.",202.79329608938548,195.14047076689445,930.7262569832402,241.45785876993168
i-Vb7j3rcMhb6YELVuwUoyU9,riksdagen-records\data\1923\prot-1923--ak--028.xml,https://betalab.kb.se/prot-1923--ak--28/prot_1923__ak__28-059.jp2/_view ,60,0.0,0.0,"Voteringen utvisade 60 ja mot 55 nej, vadan kammaren bifallit utskottets hemställan.",202.79329608938548,252.4677296886864,930.7262569832402,282.8397873955961
i-8DtNUi1qWN3e1TQxCYqwgZ,riksdagen-records\data\1923\prot-1923--ak--028.xml,https://betalab.kb.se/prot-1923--ak--28/prot_1923__ak__28-059.jp2/_view ,60,0.0,0.0,§ 6.,545.2513966480446,301.44267274107824,588.268156424581,316.628701594533
i-6JJaJLLyX5HwWMKeiUAtMM,riksdagen-records\data\1923\prot-1923--ak--028.xml,https://betalab.kb.se/prot-1923--ak--28/prot_1923__ak__28-059.jp2/_view ,60,0.0,0.0,"Härpå föredrogs jordbruksutskottets utlåtande, nr 29, i anledning av Kungl. Maj:ts i statsverkspropositionen gjorda framställning om anvisande av anslag såsom kapitalökning för kraftledningslånefonden jämte en i ämnet väckt motion; och blev utskottets i nämnda utlåtande gjorda hemställan av kammaren bifallen.",202.79329608938548,326.49962034927864,931.2849162011173,406.22627182991647
i-UYix1YLMzQ4rez8Gj6oTLg,riksdagen-records\data\1923\prot-1923--ak--028.xml,https://betalab.kb.se/prot-1923--ak--28/prot_1923__ak__28-059.jp2/_view ,60,0.0,0.0,§ 7.,546.3687150837989,429.38496583143507,589.3854748603352,444.5709946848899
i-UveKd4BLhxxzdjS75Dm65h,riksdagen-records\data\1923\prot-1923--ak--028.xml,https://betalab.kb.se/prot-1923--ak--28/prot_1923__ak__28-059.jp2/_view ,60,1.0,1.0,"Ang. repara- Till avgörande förelåg vidare jordbruksutskottets utlåtande, nr dad 30, i anledning av Kungl. Maj:ts proposition angående anslag till vid Alnarps Yeparation och inredning av bostadshuset vid Alnarps Mellangård.",83.79888268156424,454.4419134396355,931.2849162011173,505.6947608200456
i-EBJUviN6neAZ7XYy4jQVdi,riksdagen-records\data\1923\prot-1923--ak--028.xml,https://betalab.kb.se/prot-1923--ak--28/prot_1923__ak__28-059.jp2/_view ,60,0.0,0.0,Mellangård. I enlighet med vad Kungl. Maj:t föreslagit riksdagen i en den,92.73743016759776,504.9354593773728,931.8435754189944,530.3720577069097
i-Kn9MicajFevH3kZd6tVG1M,riksdagen-records\data\1923\prot-1923--ak--028.xml,https://betalab.kb.se/prot-1923--ak--28/prot_1923__ak__28-059.jp2/_view ,60,0.0,0.0,"10 mars 1923 avlåten, till jordbruksutskottet hänvisad proposition, nr 110, hemställde utskottet, att riksdagen måtte till reparation och inredning av bostadshuset vid den under Alnarps egendom lydande utgården Mellangård anvisa för budgetåret 1923—1924 ett extra anslag av 10,225 kronor.",201.1173184357542,528.4738041002278,931.2849162011173,608.2004555808655
i-R4dhFERqDpK5KLi2cBAgpv,riksdagen-records\data\1923\prot-1923--ak--028.xml,https://betalab.kb.se/prot-1923--ak--28/prot_1923__ak__28-059.jp2/_view ,60,0.0,0.0,Utskottets hemställan föredrogs; och yttrade därvid:,252.51396648044692,618.4510250569476,819.5530726256983,633.6370539104025
i-DC5NRXS5pbuhr7AQ3aMAuA,riksdagen-records\data\1923\prot-1923--ak--028.xml,https://betalab.kb.se/prot-1923--ak--28/prot_1923__ak__28-059.jp2/_view ,60,0.0,0.0,Herr Paulsen:,107.26256983240224,63.40167046317388,679.8882681564246,75.93014426727412
i-PzebXD6oT43v21vm9CYN7h,riksdagen-records\data\1923\prot-1923--ak--028.xml,https://betalab.kb.se/prot-1923--ak--28/prot_1923__ak__28-059.jp2/_view ,60,0.0,0.0,"Herr talman! Den sak det här gäller är anslag till bostadshuset å en liten arrendegård vid Alnarp på ungefär 35 tunnland. Gården i fråga har i flera generationer brukats av människor i samma släkt. Är 1920 funderade styrelsen för Alnarp på att anlägga trädgård på en del av den till egendomen hörande jorden. För det ändamålet ville man hava bort arrendatorn. Denna ville helt naturligt sitta kvar på den egendom, som brukats av såväl hans far som hans farfar och ännu längre tillbaka brukats av hans släkt. I sina bekymmer vände han sig till dåvarande jordbruksministern, herr Nilsson i Tånga, vilken styrde om att han fick sitta kvar. Emellertid träffades sedermera en överenskommelse mellan arrendatorn och styrelsen för Alnarp, som hade till följd att arrendatorn flyttade bort. Det beslutades, att det skulle planteras på en del av egendomen.",200.5586592178771,646.9248291571754,931.8435754189944,872.4373576309795
i-8eyJk1Gav8d6ZUH3Yn9e1K,riksdagen-records\data\1920\prot-1920--ak--068.xml,https://betalab.kb.se/prot-1920--ak--68/prot_1920__ak__68-023.jp2/_view ,24,1.0,0.0,"Nr 68,",86.32286995515695,56.06060606060606,142.37668161434976,67.04545454545455
i-Ps3VC8NUrEG8RfwBkfMV8o,riksdagen-records\data\1920\prot-1920--ak--068.xml,https://betalab.kb.se/prot-1920--ak--68/prot_1920__ak__68-023.jp2/_view ,24,1.0,0.0,Om upphävande av gällande,72.30941704035874,85.60606060606061,164.7982062780269,122.34848484848484
i-EQJfxTxeC8hpYsBzFfZZsn,riksdagen-records\data\1920\prot-1920--ak--068.xml,https://betalab.kb.se/prot-1920--ak--68/prot_1920__ak__68-023.jp2/_view ,24,1.0,0.0,legostadga.,76.23318385650224,123.48484848484848,158.6322869955157,135.60606060606062
i-3mpssEnV755nbW45yzA4a9,riksdagen-records\data\1920\prot-1920--ak--068.xml,https://betalab.kb.se/prot-1920--ak--68/prot_1920__ak__68-023.jp2/_view ,24,1.0,0.0,(Forts.),89.12556053811659,139.3939393939394,143.49775784753362,149.62121212121212
i-Gk6BqfSrN9x2V2UdnZ5phs,riksdagen-records\data\1920\prot-1920--ak--068.xml,https://betalab.kb.se/prot-1920--ak--68/prot_1920__ak__68-023.jp2/_view ,24,1.0,0.0,24 Tisdagen den 1 juni.,180.4932735426009,57.196969696969695,626.6816143497757,75.37878787878788
i-47ZgTaZKXGZAbSybik2Tcv,riksdagen-records\data\1920\prot-1920--ak--068.xml,https://betalab.kb.se/prot-1920--ak--68/prot_1920__ak__68-023.jp2/_view ,24,0.0,0.0,"lagstiftning med skäl och motiv, då är det bättre att här säga rent ut, att vi för vår del, som stå på arbetsgivareklassens sida på detta område, anse det vara till fördel för oss, att denna stadga finnes kvar och att vi ha möjlighet att senare kunna använda dess tillvaro för att byta oss till något annat, som också är fördelaktigt, och på grund därav skola vi be att få yrka bifall till stadgans bibehållande. Det hade verkligen varit mycket ärligare än att komma fram med en sådan här motivering, som troligen ingen i denna kammare tror på.",179.37219730941703,85.60606060606061,910.8744394618834,227.65151515151516
i-3F8Ymquw5FQPTfAqJjZFUT,riksdagen-records\data\1920\prot-1920--ak--068.xml,https://betalab.kb.se/prot-1920--ak--68/prot_1920__ak__68-023.jp2/_view ,24,0.0,0.0,"Herr talman! Jag skulle kunna gå in på en hel del andra resonemang i detta sammanhang, men jag skall inskränka mig till detta, då hela denna fråga ju förut blivit så utförligt berörd i den föregående diskussionen. Jag skall alltså tillåta mig att med ledning av vad jag sagt yrka bifall till den reservation, som avgivits av herr Linder m. fl., och i vilken även jag inom utskottet instämt.",176.0089686098655,229.16666666666666,907.5112107623319,328.7878787878788
i-VCK6JjZvMRYv38EKQY5Ydi,riksdagen-records\data\1920\prot-1920--ak--068.xml,https://betalab.kb.se/prot-1920--ak--68/prot_1920__ak__68-023.jp2/_view ,24,0.0,0.0,Herr Sjölander:,72.30941704035874,85.60606060606061,164.7982062780269,122.34848484848484
i-J4wM8MqUT8qHzY5Mf3YuqK,riksdagen-records\data\1920\prot-1920--ak--068.xml,https://betalab.kb.se/prot-1920--ak--68/prot_1920__ak__68-023.jp2/_view ,24,0.0,0.0,"Herr vice talman! Endast en kort replik till herr Magnusson i Skövde. Herr Magnusson redogjorde för min ställning i denna fråga 1918. Men då besinnar icke herr Magnusson, att en förändrad situation kan medföra en förändrad ståndpunkt. Så enkel är den saken.",174.3273542600897,360.6060606060606,906.9506726457399,437.5
i-RyqB7QMb3cx73zRpvz8Jqz,riksdagen-records\data\1920\prot-1920--ak--068.xml,https://betalab.kb.se/prot-1920--ak--68/prot_1920__ak__68-023.jp2/_view ,24,0.0,0.0,"Herr Magnusson försökte också förfäkta den åsikten, att avtal slutna genom legostadgan, skulle hållas bättre av arbetarna, men jag tror icke så är förhållandet. Om en tjänare går ur tjänsten, är jag övertygad om att arbetsgivaren icke på något sätt försöker förhindra gm eller tillgriper tjänstehjonsstadgans bestämmelser i nuvarande tider.",171.52466367713004,439.3939393939394,905.2690582959642,530.3030303030303
i-WXpTjF8WFtq38Sv7rXg2Wt,riksdagen-records\data\1920\prot-1920--ak--068.xml,https://betalab.kb.se/prot-1920--ak--68/prot_1920__ak__68-023.jp2/_view ,24,0.0,0.0,"Sedan framkastade herr Magnusson den beskyllningen, att arbetarna oftare bryter det fria avtalet. Ja, om herr Magnusson hade reda på sakförhållandena, skulle han icke fällt denna beskyllning. Brytes det fria avtalet, vill jag påstå, att då är nog orsaken den, att arbetsgivaren å sin sida icke följt avtalet och således själv brutit det. Då nödgas arbetarna tillgripa vissa åtgärder för att få arbetsgivaren att följa avtalet. Dylika erfarenheter ha vi fått göra i rikt mått.",169.84304932735424,533.7121212121212,903.0269058295964,656.8181818181819
