id,file,page_link,page_number,marginal_text,merged,text
i-D8BQRdtfgZkZYXAFGWkmJC,riksdagen-records\data\1940\prot-1940--ak--023.xml,https://betalab.kb.se/prot-1940--ak--23/prot_1940__ak__23-002.jp2/_view ,3,0.0,0.0,"nr 82, i anledning av Kungl. Maj:ts framställningar angående förskottsstat för försvarsväsendet m. m.;"
i-74bt7291HokMbaAv257v7b,riksdagen-records\data\1940\prot-1940--ak--023.xml,https://betalab.kb.se/prot-1940--ak--23/prot_1940__ak__23-002.jp2/_view ,3,0.0,0.0,"nr 83, angående regleringen för budgetåret 1940/41 av utgifterna under riksstatens tolfte huvudtitel, i vad angår anslaget till allmänna indragningsstaten;"
i-HTxm4GVXPwjePUu1y5um7d,riksdagen-records\data\1940\prot-1940--ak--023.xml,https://betalab.kb.se/prot-1940--ak--23/prot_1940__ak__23-002.jp2/_view ,3,0.0,0.0,"nr 84, i anledning av Kungl. Maj:ts i statsverkspropositionen gjorda framställning angående stipendier åt studerande vid universiteten i Uppsala och Lund samt karolinska mediko-kirurgiska institutet jämte i ämnet väckta motioner;"
i-GeQMffQoMXNcN8erMni1s7,riksdagen-records\data\1940\prot-1940--ak--023.xml,https://betalab.kb.se/prot-1940--ak--23/prot_1940__ak__23-002.jp2/_view ,3,0.0,0.0,"nr 85, 1 anledning av Kungl. Maj:ts i statsverkspropositionen gjorda framställning om anslag till kapitalinvestering i statens lånefond för universitetsstudier m. m.;"
i-NxPXBdzELH6nq4oPkKPx1m,riksdagen-records\data\1946\prot-1946--fk--015.xml,https://betalab.kb.se/prot-1946--fk--15/prot_1946__fk__15-031.jp2/_view ,32,1.0,0.0,32 Nr 15. Onsdagen den 10 april 1946.
i-AFGGhWTh3aixAUFTD18o7P,riksdagen-records\data\1946\prot-1946--fk--015.xml,https://betalab.kb.se/prot-1946--fk--15/prot_1946__fk__15-031.jp2/_view ,32,1.0,0.0,Anslag till statens sinnessjukhus. (Forts.)
i-Agw3uXVs3xMhew2pQoDFve,riksdagen-records\data\1946\prot-1946--fk--015.xml,https://betalab.kb.se/prot-1946--fk--15/prot_1946__fk__15-031.jp2/_view ,32,0.0,0.0,"Herr Karlsson, Gottfrid:"
i-GP1dWwELFicErwzToKKbDr,riksdagen-records\data\1946\prot-1946--fk--015.xml,https://betalab.kb.se/prot-1946--fk--15/prot_1946__fk__15-031.jp2/_view ,32,0.0,0.0,"Herr talman! Jag har i anslutning till Kungl. Maj:ts äskande på denna punkt väckt ett par motioner. Den ena, nr 63, har, såsom framgår av utskottsutlåtandet, blivit tillstyrkt. Jag har alltså inte, herr talman, haft någon anledning att begära ordet för den sakens skull. Jag vill bara uttrycka min tillfredsställelse med utskottets behandling av densamma."
i-BLvfCv2EvdbkrmozDHpGiU,riksdagen-records\data\1946\prot-1946--fk--015.xml,https://betalab.kb.se/prot-1946--fk--15/prot_1946__fk__15-031.jp2/_view ,32,0.0,0.0,"Den andra motionen, nr 120, gäller ett äskande om höjning av det anslag, 15 000 kronor, som departementementschefen har tagit upp för tillgodoseende av vissa trängande behov av personalförstärkning vid sinnessjukhusen. Medicinalstyrelsen har på denna punkt begärt, att ett belopp på 50 000 kronor skulle ställas till förfogande, och jag har i min motion yrkat att anslaget skall höjas till detta belopp. Utskottet har emellertid inte ansett sig kunna tillstyrka det yrkande, som jag har framställt i motionen nr 120; ehuru utskottet säger, att det finner vad motionären anfört i viss mån beaktansvärt, har utskottet dock inte ansett sig kunna föreslå någon förändring i fråga om det belopp, som Kungl. Maj:t har föreslagit. Jag skall, herr talman, inte heller göra något yrkande, men jag vill passa på tillfället att vid denna punkt understryka det i många fall mycket berättigade och mycket trängande behovet av en förstärkning av personalen vid våra sinnessjukhus."
i-JTP7ZM213pGFwzYrCqDuik,riksdagen-records\data\1946\prot-1946--fk--015.xml,https://betalab.kb.se/prot-1946--fk--15/prot_1946__fk__15-031.jp2/_view ,32,0.0,0.0,"Jag har rätt stor erfarenhet på detta område, då jag sedan åtskilliga år tillhör direktionen vid ett av våra sinnessjukhus och där vid flerfaldiga tillfällen fått framställningar från personalens sida om en ökning av personalen med hänsyn dels till den mycket stora och besvärliga överbeläggning, som ständigt måste ske, dels också — och icke minst — till den förändring, höll jag på att säga, av patientklientelet, en förändring, som har kommit att uppstå närmast till följd av att landstingen ha hem för lättskötta sinnessjuka, vilka då i främsta rummet gå till landstingets sjukvårdsanstalter, under det att de mer svårskötta fallen stanna kvar vid de statliga sjukhusen, där man alltså måste sköta dem. När det då samtidigt föreligger en sådan oerhörd överbeläggning, som varit fallet under de senaste åren, förstår man, att arbetet blir i en alldeles oerhört hög grad pressande för den personal, som skall handha dessa så betydelsefulla uppgifter."
i-EzA12KbWVCovBhV4jyYKT6,riksdagen-records\data\1946\prot-1946--fk--015.xml,https://betalab.kb.se/prot-1946--fk--15/prot_1946__fk__15-031.jp2/_view ,32,0.0,0.0,"Det är inte länge sedan vi från direktionen vid sjukhuset hemma, på begäran av personalen, gjorde en framställning hos medicinalstyrelsen om överflyttning av en viss del av patienterna till ett annat sjukhus — dit de rätteligen hörde med hänsyn till upptagningsområdet — för att på så sätt få en lättnad till stånd i den oerhörda överbeläggningen. Enligt vad jag såg i en notis i tidningen nu för bara några dagar sedan har medicinalstyrelsen delvis tillmötesgått den framställningen. Någon gång under vintern uppstod också den situationen, att en sköterskeskola, som hade ett visst antal elever i tjänstgöring vid sjukhuset, vilka i viss utsträckning ersatte personal inom sjukhuset, av skäl, som jag inte har anledning att gå in på i detta sammanhang, återkallade sina elever från sjukhuset; dessa skulle få fullfölja sin psykiatriska utbildning vid ett annat statens sinnessjukhus. Då uppstod frågan hur direktionen skulle ha möjlighet att ersätta den arbetskraft, som på grund av denna överflyttning av lasarettssköterskeelever togs ifrån sjukhuset. Ifrån medicinalstyrelsens sida förklarades, att man inte hade några möjligheter att ställa arbetskraft till förfogande för att ersätta den arbetskraft, som tagits från sjukhuset."
i-BaX5M5NBf3Lma33t8zpHe1,riksdagen-records\data\1946\prot-1946--fk--015.xml,https://betalab.kb.se/prot-1946--fk--15/prot_1946__fk__15-031.jp2/_view ,32,0.0,0.0,"Jag har velat, herr talman, i detta sammanhang passa på att understryka behovet av att erforderliga medel ställas till vederbörande styrelsers förfogande, så att dessa ha möjlighet att tillgodose de mest oundgängliga behov, som kunna komma att göra sig gällande hos vederbörande sjukhusdirektioner."
i-7CPeRuRRD2tCkZKhi5Nsnm,riksdagen-records\data\1946\prot-1946--fk--015.xml,https://betalab.kb.se/prot-1946--fk--15/prot_1946__fk__15-031.jp2/_view ,32,0.0,0.0,"Jag har, herr talman, endast med dessa ord velat understryka vikten och be-"
i-KGSX9isW2LjbEPoc3dHX39,riksdagen-records\data\1942\prot-1942--fk--019.xml,https://betalab.kb.se/prot-1942--fk--19/prot_1942__fk__19-059.jp2/_view ,60,1.0,0.0,60 Nr 19. Onsdagen den 20 maj 1942.
i-WMUNMeP8cHnnyS17ZcRJMB,riksdagen-records\data\1942\prot-1942--fk--019.xml,https://betalab.kb.se/prot-1942--fk--19/prot_1942__fk__19-059.jp2/_view ,60,1.0,1.0,"Lagförslag ang. uppfinningar av betydelse för rikets försvar m. m. (Forts.) hållande och eventuella utvidgande, därför betrakta tillkomsten av denna lag som ett hårt och också som ett orättvist slag, må ingen förtänka dem. Ty industrien anser sig med fog kunna hänvisa till de betydande insatser den gjort under denna kris till fromma för vår folkförsörjning och vårt försvar, insatser som bort föranleda ett annat svar från det allmännas sida än det nu föreliggande lagförslaget. Man anser sig också kunna hänvisa till den lojalitet och den vilja till samarbete, den städse visat gentemot framförda önskemål från statens sida, vare sig det gällt den ena eller den andra försörjningsuppgiften."
i-3PaaCZzFaBdohRMXek4eDW,riksdagen-records\data\1942\prot-1942--fk--019.xml,https://betalab.kb.se/prot-1942--fk--19/prot_1942__fk__19-059.jp2/_view ,60,0.0,0.0,"Att det från företagarhåll förekommit något enstaka fall, där önskvärd eller nödvändig solidaritet med det allmännas intressen ej visats, glunkas det om. Man får väl antaga, att det är just dessa fall, som föranlett denna säregna lagstiftning. Men man frågar sig dock härvid: har det icke i detta fall använts större våld än nöden kräver? Man tycker, att det borde ha kunnat utfinnas andra vägar att komma till rätta med dessa fåtaliga illojala än att skära hela den stora och lojala svenska industrien över en kam på detta för den, man måste nästan säga, förnedrande sätt som nu skett. Med eller utan den föreslagna lagstiftningen kommer denna industri att i fortsättningen som hittills beredvilligt ställa sina resurser till förfogande för allt som kan främja vår försörjning och vårt försvar, men den fåtaliga kategori av företagare och uppfinnare i detta land, som saknar sinne för de förpliktelser, vartill ett läge som det närvarande förpliktar såväl enskilda som företag, kommer icke — med undantag kanske för dem, som eventuellt i detta nu kunna vara upptäckta — att nås av den föreslagna lagstiftningen. Därtill finns det alltför många kryphål, som lagstiftningsvis icke torde kunna tilltäppas, i synnerhet sedan en lagstiftning tillkommit, som i tid varnar dessa illojala. Det blir därför närmast den lojala industrien, som drabbas av den nu tilltänkta lagstiftningen."
i-Fy7NT3wLUzzv3hzwa5vqZv,riksdagen-records\data\1942\prot-1942--fk--019.xml,https://betalab.kb.se/prot-1942--fk--19/prot_1942__fk__19-059.jp2/_view ,60,0.0,0.0,"Det är att beklaga att man på sätt som skett i förslaget negligerat de många remissyttranden, som från olika industrigruppers sida avgivits i detta ärende och som genomgående inspireras såväl av en stark ansvarskänsla gentemot det allmännas berättigade krav som av redobogenhet att frivilligt träffa de uppgörelser, som från det allmännas sida kunna erfordras i nuvarande försörjningsläge. Detta är att beklaga icke endast ur synpunkten av ineffektiviteten i stort med avseende på det mål man vill nå med denna nya lag, utan framför allt på grund av de verkningar i hämmande riktning, som med skäl kunna befaras som en följd av densamma med avseende å den tekniska utvecklingen av vår produktion. Ytterst kan det därför bli samhället självt och dess försörjning, som kan komma att bli lidande, om denna lag blir av permanent natur. Nu är den emellertid endast föreslagen att gälla provisoriskt till den 1 juli 1943."
i-fFFFi7bcJReyaM2ErgZ5g,riksdagen-records\data\1942\prot-1942--fk--019.xml,https://betalab.kb.se/prot-1942--fk--19/prot_1942__fk__19-059.jp2/_view ,60,0.0,0.0,"I förhoppning att utvecklingen själv till dess skall ge belägg för obehövligheten av fortsatt tillämpning av denna lag, ber jag i första hand att få ansluta mig till den reservation, som mest överensstämmer med de intressen, för vilka jag här gjort mig tolk, nämligen herr Gezelius”. Jag ber därför, herr talman, att få yrka bifall till denna reservation."
i-PCJBZ9HNEEq7CiutQtkjDY,riksdagen-records\data\1942\prot-1942--fk--019.xml,https://betalab.kb.se/prot-1942--fk--19/prot_1942__fk__19-059.jp2/_view ,60,0.0,0.0,Häri instämde herr Nisser.
i-DEFiRT7P8G2JwWz2w572p6,riksdagen-records\data\1942\prot-1942--fk--019.xml,https://betalab.kb.se/prot-1942--fk--19/prot_1942__fk__19-059.jp2/_view ,60,0.0,0.0,Herr statsrådet Westman:
i-XM4itgWScZePEjQxrFMcJy,riksdagen-records\data\1942\prot-1942--fk--019.xml,https://betalab.kb.se/prot-1942--fk--19/prot_1942__fk__19-059.jp2/_view ,60,0.0,0.0,"Herr talman! Den siste ärade talaren yttrade, att den lagstiftning, som här är föreslagen, kommer att hårt drabba den lojala industrien och att den kommer att verka hämmande och avskräckande på företagarverksamheten. Jag beklagar, om dessa ord skulle vinna tilltro inom de industriella kretsar med vilka den ärade talaren har nära beröring, ty det finns icke anledning att uppfatta den på det sättet. Denna lag är helt och hållet en lag avsedd för undantag."
i-VRsA3e42N3uCvsAKokDYo8,riksdagen-records\data\1949\prot-1949--fk--017.xml,https://betalab.kb.se/prot-1949--fk--17/prot_1949__fk__17-021.jp2/_view ,22,1.0,0.0,22 Nr 17.
i-GuY6bYPE65hufqP71VzgU5,riksdagen-records\data\1949\prot-1949--fk--017.xml,https://betalab.kb.se/prot-1949--fk--17/prot_1949__fk__17-021.jp2/_view ,22,1.0,1.0,Ang. Sveriges anslutning till Unesco. andra folk när det gäller kulturlivets olika yttringsformer — provinsiella icke minst därför att vi äro så belåtna med oss själva och till freds med hur vi ha det.
i-7qE1Bj63LceMoka4n7kweT,riksdagen-records\data\1949\prot-1949--fk--017.xml,https://betalab.kb.se/prot-1949--fk--17/prot_1949__fk__17-021.jp2/_view ,22,0.0,0.0,"Det är självklart ett djupt känt behov att komma ifrån denna isolering, denna förarmning. Vi behöva komma ifrån det för vår egen del, och kanhända kunna vi göra någon nytta på något annat håll, ehuru jag känner mig mycket frånstött av den uppfattning, som man ständigt och jämt får höra predikas: att Sverige med sin gamla demokrati kan ha att lära folken ute i världen så mycket gott."
i-TbmgwgtwCx6x4Db8JyTjMu,riksdagen-records\data\1949\prot-1949--fk--017.xml,https://betalab.kb.se/prot-1949--fk--17/prot_1949__fk__17-021.jp2/_view ,22,0.0,0.0,"Men vi kanske kunna göra någonting. Därför, herr talman, hör jag inte alls till dem som säga — jag tycker att den meningen skymtar fram i reservationen — att det här gäller så mycket pengar och att vi redan ha offrat så mycket (jag tror att beloppet räknats ut till 5 miljoner kronor) på internationella ändamål, att vi måste hejda oss och säga: »Bort det, att vi skulle fortsätta!» Jag ser tvärtom saken så, att när det gäller internationellt kulturellt samarbete skall det offras oerhört mycket, ty det är ett livsbehov för oss själva. Men det är utomordentligt svårt att knyta och att upprätthålla internationella kulturella kontakter av olika slag och att göra dem fruktbringande. Det har förekommit så oändligt mycket av humbug, löshet och ytlighet på detta område, så mycket som har klätt sig i vackra fraser men som har haft intet värde."
i-Y1nZWPNsctLeF58eivytJk,riksdagen-records\data\1949\prot-1949--fk--017.xml,https://betalab.kb.se/prot-1949--fk--17/prot_1949__fk__17-021.jp2/_view ,22,0.0,0.0,"Jag frågar mig då: Vad ha vi att vänta av Unesco ur denna synpunkt? Jag må då säga att jag inte hör till dem, som se saken så att de vilja »vänta och se». Från början har det här förekommit en del förirringar, säga de, men nu skall ju mexikanaren Bodet föra in arbetet på bättre bog, och om något år grejar sig det hela, så att vi kunna vara belåtna och tillfredsställda."
i-573cQCqr7hEXLthZuUTbGA,riksdagen-records\data\1949\prot-1949--fk--017.xml,https://betalab.kb.se/prot-1949--fk--17/prot_1949__fk__17-021.jp2/_view ,22,0.0,0.0,"Nej, till min sorg måste jag se saken på ett annat sätt. Jag måste säga att jag misstror själva tanken på en världsomspännande organisation, som djärvt och förmätet påtar sig den fruktansvär-"
i-XczvcUfdBcDscNpdg9qfJq,riksdagen-records\data\1949\prot-1949--fk--017.xml,https://betalab.kb.se/prot-1949--fk--17/prot_1949__fk__17-021.jp2/_view ,22,1.0,0.0,Lördagen den 14 maj 1949.
i-MuoXkCbAsgGaW8Dhm23JmA,riksdagen-records\data\1949\prot-1949--fk--017.xml,https://betalab.kb.se/prot-1949--fk--17/prot_1949__fk__17-021.jp2/_view ,22,0.0,0.0,"da uppgiften att försöka leda, dirigera och ordna kulturlivet i alla dess olika yttringsformer världen runt. Vår tid, där personligheterna bli fattigare och torftigare år efter år, har fått en hjälplös övertro på organiserandet, och här ser man, tycker jag, ett uttryck för denna fantastiska tro."
i-Jh5kvhX2fYDcj9YBAG1ybE,riksdagen-records\data\1949\prot-1949--fk--017.xml,https://betalab.kb.se/prot-1949--fk--17/prot_1949__fk__17-021.jp2/_view ,22,0.0,0.0,"Jag misstror sålunda den alltför väldiga apparaten, och jag misstror den desto mer som det til syvende og sidst dock är en politisk apparat. Det är en konferens av regeringsrepresentanter — jag förutsätter att de väljas bland kulturellt intresserade personer, men det är i alla fall en under staternas ledning stående organisation, som skall samla allting under en hatt — liksom somliga här i landet älska att, om det finns ett antal organisationer, som arbeta för ett ändamål, föra ihop dem alla i en överorganisation, där allting kan koncentreras."
i-LofMEKuGci1PNTjQM5xhJ8,riksdagen-records\data\1949\prot-1949--fk--017.xml,https://betalab.kb.se/prot-1949--fk--17/prot_1949__fk__17-021.jp2/_view ,22,0.0,0.0,"Det är genom att på detta vis sträcka sig långt, gripa efter en mångfald av olika ämnen, som arbetet med nödvändighet blir ytligare, värdelösare, mindre haltfullt än det eljest skulle kunna bli."
i-HsZPGBS9vFYkKWWnVLtjds,riksdagen-records\data\1949\prot-1949--fk--017.xml,https://betalab.kb.se/prot-1949--fk--17/prot_1949__fk__17-021.jp2/_view ,22,0.0,0.0,"Saken är ju i all enkelhet den att det återknytande av Europas och för all del också världens kulturförbindelser, som vi behöva, inte åstadkommes genom att koncentrera ansvaret på ett håll. Utan det åstadkommes, om jag får använda det uttrycket, på den demokratiska vägen att man främjar de fria krafterna på de olika vägar, där de vilja gå fram."
i-NzwPaBjXXWZM5Pu9t1xr8q,riksdagen-records\data\1949\prot-1949--fk--017.xml,https://betalab.kb.se/prot-1949--fk--17/prot_1949__fk__17-021.jp2/_view ,22,0.0,0.0,"Det är de personliga krafterna som söka och vinna kontakter, som arbeta tillsammans med varandra, som personligen tränga in i ett främmande lands problem, som sätta sig ned till att tänka igenom problemen och så vidare — det är sådana krafter, säger jag, som betyda någonting för det internationella kulturarbetet. Och vad man kunde önska, det vore, att det offrades väl så mycket, som här är avsett att offras för Unesco, på olika former av sådant arbete. Men vad vi däremot inte skola göra är att hemfalla åt den vidskepliga tron på sådana här vidunderliga jätteorganisationers förmåga att klara problemen."
i-5eNQYCJesqqMhjmKLkd4mK,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,1.0,0.0,64 Nr 4.
i-FsycMJUnFkAsNB7hpxdP1c,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,1.0,0.0,Skärpning av nöjesskatten.
i-7xXcDawQAAUTkDSZ1KDE7t,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,0.0,0.0,"procent för den del av biljettpriset, som icke överstege en krona, samt från 30 till 45 procent å återstoden av biljettpriset."
i-86bvDNc2oJPG468AKvJ1R6,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,0.0,0.0,Till utskottets behandling hade överlämnats ett antal motioner.
i-A1r65XymQYQ81nxkVAFbp5,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,0.0,0.0,"I anledning av propositionen väckta likalydande motionerna I:39 av herr Linderot m. fl. och II: 108 av herr Hagberg i Luleå m. fl., hade hemställts, att riksdagen måtte avslå förevarande proposition."
i-MzYYZbQjCWuNTFMppVoJfr,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,0.0,0.0,"I motionen II: 138 av herrar Stjärne och Persson i Svensköp hade hemställts, att riksdagen måtte med ändring av Kungl. Maj:ts proposition nr 8 besluta att 2, 7, 9 och 11 88 förordningen den 21 december 1945 skulle erhålla i motionen närmare angiven lydelse."
i-64vSLMLpKPMgKk2t54CYta,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,0.0,0.0,"Utskottet hemställde,"
i-Mt32stSQuNDopvEVepuBY3,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,0.0,0.0,"1) att riksdagen måtte — med förklarande att Kungl. Maj:ts förevarande proposition nr 8 icke kunnat av riksdagen oförändrad bifallas, ävensom med avslag å de likalydande motionerna I: 39 (av herr Linderot m. fl.) och II: 108 (av herr Hagberg i Luleå m. fl.), motionen II: 138 (av herrar Stjärne och"
i-7TeqZiq2veLV5QEyxPN6yn,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,0.0,0.0,Persson i Svensköp) samt motionen II: 140 (av herr Johnsson i Skoglösa m. fl) — antaga det vid propositio-
i-6QFmKcfaUsqCf8VgXBa7qS,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,0.0,0.0,"nen fogade förslaget till förordning angående ändring i förordningen den 21 december 1945 (nr 823) om nöjesskatt med den ändringen, att dagen för ikraftträdandet fastställes till den 2 i stället för den 1 februari 1948, samt"
i-JvGfLHUYYRmSofrEYjcN9k,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,0.0,0.0,"2) att de likalydande motionerna I: 175 (av herr Domö m. fl.) och II: 237 (av herr Skoglund i Doverstorp m. fl.) i vad desamma avse propositionen nr 8 måtte, i den mån de icke kunde anses besvarade genom vad utskottet anfört och hemställt, av riksdagen lämnas utan åtgärd."
i-DX13u97ZoC3VUuhGBFS5vs,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,0.0,0.0,Reservationer hade avgivits:
i-5XB7AfzMgWW6XFtPyPUDDm,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,0.0,0.0,"1) av herrar Velander, Isaksson, Henriksson och Olson i Göteborg; samt"
i-NvymUyHApX2WTnDCwkiAuU,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,1.0,0.0,Onsdagen den 28 januari 1948.
i-Q3F2dSvbizSvFQqLA8s6EZ,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,0.0,0.0,"2) av herr Jonsson i Skedsbygd, utan angivet yrkande."
i-UyKwWZZXBeWyTVDUjz4LN7,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,0.0,0.0,Utskottets hemställan föredrogs; och anförde därvid:
i-AZdmyvtFuq6WYru59ZVeG1,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,0.0,0.0,Herr NORDSTRÖM i Kramfors:
i-QmA7r1AmXeU5U77MsUiN46,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,0.0,0.0,"Herr talman! Redan när riksdagen antog den nu gällande nöjesskatten tillhörde jag dem, som motsatte mig dess genomförande. Och liksom alla indirekta skatter äro orättvisa är också den nu föreslagna skatten på småfolkets biobesök orättvis. I likhet med många andra indirekta skatter kommer nämligen också den skärpta nöjesskatten att uteslutande drabba de mindre inkomsttagarna."
i-M9BRVgsUAXmvqWJL8ceUoD,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,0.0,0.0,"Redan när finansministern tillsatte konsumtionsskatteberedningen anfördes det, att vissa varor voro mera umbärliga än andra. Till de umbärliga varorna hörde då också de enkla biografbesöken. Både konsumtionsskatteberedningen och = bevillningsutskottet acceptera nu talet om vissa varors umbärlighet. Men om det vore någon mening i talet om umbärliga varor, så skulle det väl förefinnas en önskan från regeringens sida att minska konsumtionen av de extrabeskattade varorna. Så är emellertid inte alls fallet. Tvärtom framskymtar ett livligt intresse för att konsumtionen av samtliga här skattepålagda varor skall bibehållas vid sin nuvarande nivå. Detsamma gäller beträffande nöjesskatten. Därmed bortfaller också allt tal om varornas eller tjänsternas umbärlighet."
i-3JpKKAsiYp1YEonykDdvGY,riksdagen-records\data\1948\prot-1948--ak--004.xml,https://betalab.kb.se/prot-1948--ak--4/prot_1948__ak__4-063.jp2/_view ,64,0.0,0.0,"Även om bevillningsutskottets ordförande tidigare i dag här hävdat att man räknar med en viss minskning i konsumtionen av de skattebelagda varorna, så är det ändå uppenbart, att man avser att enbart med de i dag föreslagna skatteskärpningarna på sprit, tobak och nöjen dra in 161 miljoner kronor till staten. Från landets biobesökare skola dras in 25 miljoner kronor. Det torde då vara ganska självklart att de 161 miljoner kronor, som"
i-2iRa32PjGuwAD1sUw8461U,riksdagen-records\data\1940\prot-1940-urtima-fk--004.xml,https://betalab.kb.se/prot-1940-urtima-fk--4/prot_1940_urtima_fk__4-002.jp2/_view ,3,1.0,0.0,Onsdagen den 21 augusti 1940. Nr 4. 3
i-WKXK2AVJorDVqLiR7RAqKC,riksdagen-records\data\1940\prot-1940-urtima-fk--004.xml,https://betalab.kb.se/prot-1940-urtima-fk--4/prot_1940_urtima_fk__4-002.jp2/_view ,3,1.0,0.0,Ang. besiktningstvång för älgkött m. m. (Forts.)
i-PtLtjSK5vKsN3TKc9o16mz,riksdagen-records\data\1940\prot-1940-urtima-fk--004.xml,https://betalab.kb.se/prot-1940-urtima-fk--4/prot_1940_urtima_fk__4-002.jp2/_view ,3,0.0,0.0,"Meningen är alltså, att älgköttet skall besiktigas efter samma regler och bestämmelser som annat kött. För närvarande är dylik besiktning obligatorisk i praktiskt taget alla samhällen med ett invånarantal av 4,000 eller däröver. I mindre samhällen och i övriga kommuner i landet kan köttbesiktningstvång stadgas av länsstyrelsen efter framställning av de kommunala myndigheterna. T allt större utsträckning tycks intresset för dylik frivillig anslutning till köttbesiktningstvånget också göra sig gällande, men i regel önska givetvis inte smärre samhällen och kommuner anordna egna köttbesiktningsplatser — det blir för dyrt — utan ansluta sig till centrala upptagningsplatser inom större områden. Detta möter naturligtvis inte heller några praktiska olägenheter, ty i regel går det väl så till, att slaktdjuren hämtas av slakteriföreningen och genom dess förmedling forslas till slakthus, respektive besiktningsplatser."
i-WW1okvWq7H4zyz1uJ9aGbC,riksdagen-records\data\1940\prot-1940-urtima-fk--004.xml,https://betalab.kb.se/prot-1940-urtima-fk--4/prot_1940_urtima_fk__4-002.jp2/_view ,3,0.0,0.0,"Vad älgarna beträffar, blir däremot förhållandet ett annat. Visserligen säljas ju en del kroppar i allmänna marknaden som annat kött, men på många ställen önskar man utförsälja köttet, t. ex. vid ett större bruk, till lågt pris till befolkningen på platsen. Samma kan vara förhållandet inom hemmansägaresammanslutningar, som ju bli allt vanligare med den nuvarande jaktlagstiftningen. Det förefaller ganska orimligt att i dylika fall framtvinga ett forslande av älgköttet fram och tillbaka, säkerligen ofta miltals, för att få det besiktigat."
i-MYFf241Zu1sRK9Eo6bqQzH,riksdagen-records\data\1940\prot-1940-urtima-fk--004.xml,https://betalab.kb.se/prot-1940-urtima-fk--4/prot_1940_urtima_fk__4-002.jp2/_view ,3,0.0,0.0,"Det enda naturliga och praktiska tillvägagångssättet i detta fall vore givetvis, att medicinalstyrelsen speciellt beträffande älgköttet, eventuellt efter framställning av de kommunala myndigheterna, bemyndigade länseller distriktsveterinären att verkställa besiktning direkt ute i bygderna åtminstone i de fall, där det kan bli tal om något större antal älgar. Att ett sådant förfarande skulle kunna förorsaka några större olägenheter, synes väl knappast tänkbart. Stel formalism hava vi mer än nog av här i landet, och det kan icke skada, om vi söka få till stånd något litet mera smidighet ibland i den praktiska tillämpningen av lagar och författningar."
